path,original_path,label
4k_mafulda_structured_v3\overhang\cage_fault\6g\18.6368_slice_2.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\18.6368.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\18.6368_slice_3.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\18.6368.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\19.0464_slice_0.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\19.0464.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\19.0464_slice_1.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\19.0464.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\19.0464_slice_2.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\19.0464.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\19.0464_slice_3.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\19.0464.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\20.48_slice_0.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\20.48.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\20.48_slice_1.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\20.48.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\20.48_slice_2.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\20.48.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\20.48_slice_3.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\20.48.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\21.504_slice_0.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\21.504.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\21.504_slice_1.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\21.504.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\21.504_slice_2.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\21.504.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\21.504_slice_3.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\21.504.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\22.3232_slice_0.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\22.3232.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\22.3232_slice_1.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\22.3232.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\22.3232_slice_2.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\22.3232.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\22.3232_slice_3.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\22.3232.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\23.3472_slice_0.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\23.3472.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\23.3472_slice_1.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\23.3472.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\23.3472_slice_2.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\23.3472.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\23.3472_slice_3.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\23.3472.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\24.576_slice_0.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\24.576.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\24.576_slice_1.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\24.576.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\24.576_slice_2.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\24.576.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\24.576_slice_3.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\24.576.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\26.2144_slice_0.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\26.2144.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\26.2144_slice_1.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\26.2144.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\26.2144_slice_2.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\26.2144.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\26.2144_slice_3.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\26.2144.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\26.624_slice_0.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\26.624.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\26.624_slice_1.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\26.624.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\26.624_slice_2.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\26.624.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\26.624_slice_3.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\26.624.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\27.2384_slice_0.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\27.2384.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\27.2384_slice_1.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\27.2384.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\27.2384_slice_2.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\27.2384.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\27.2384_slice_3.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\27.2384.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\28.4672_slice_0.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\28.4672.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\28.4672_slice_1.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\28.4672.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\28.4672_slice_2.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\28.4672.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\28.4672_slice_3.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\28.4672.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\29.2864_slice_0.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\29.2864.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\29.2864_slice_1.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\29.2864.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\29.2864_slice_2.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\29.2864.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\29.2864_slice_3.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\29.2864.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\30.5152_slice_0.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\30.5152.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\30.5152_slice_1.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\30.5152.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\30.5152_slice_2.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\30.5152.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\30.5152_slice_3.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\30.5152.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\30.9248_slice_0.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\30.9248.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\30.9248_slice_1.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\30.9248.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\30.9248_slice_2.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\30.9248.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\30.9248_slice_3.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\30.9248.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\32.3584_slice_0.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\32.3584.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\32.3584_slice_1.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\32.3584.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\32.3584_slice_2.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\32.3584.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\32.3584_slice_3.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\32.3584.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\33.3824_slice_0.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\33.3824.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\33.3824_slice_1.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\33.3824.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\33.3824_slice_2.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\33.3824.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\33.3824_slice_3.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\33.3824.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\33.9968_slice_0.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\33.9968.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\33.9968_slice_1.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\33.9968.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\33.9968_slice_2.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\33.9968.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\33.9968_slice_3.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\33.9968.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\35.4304_slice_0.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\35.4304.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\35.4304_slice_1.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\35.4304.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\35.4304_slice_2.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\35.4304.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\35.4304_slice_3.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\35.4304.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\36.6592_slice_0.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\36.6592.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\36.6592_slice_1.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\36.6592.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\36.6592_slice_2.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\36.6592.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\36.6592_slice_3.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\36.6592.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\37.4784_slice_0.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\37.4784.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\37.4784_slice_1.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\37.4784.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\37.4784_slice_2.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\37.4784.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\37.4784_slice_3.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\37.4784.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\38.7072_slice_0.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\38.7072.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\38.7072_slice_1.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\38.7072.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\38.7072_slice_2.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\38.7072.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\38.7072_slice_3.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\38.7072.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\39.7312_slice_0.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\39.7312.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\39.7312_slice_1.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\39.7312.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\39.7312_slice_2.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\39.7312.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\39.7312_slice_3.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\39.7312.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\40.5504_slice_0.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\40.5504.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\40.5504_slice_1.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\40.5504.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\40.5504_slice_2.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\40.5504.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\40.5504_slice_3.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\40.5504.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\41.7792_slice_0.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\41.7792.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\41.7792_slice_1.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\41.7792.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\41.7792_slice_2.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\41.7792.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\41.7792_slice_3.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\41.7792.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\42.1888_slice_0.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\42.1888.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\42.1888_slice_1.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\42.1888.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\42.1888_slice_2.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\42.1888.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\42.1888_slice_3.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\42.1888.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\43.6224_slice_0.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\43.6224.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\43.6224_slice_1.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\43.6224.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\43.6224_slice_2.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\43.6224.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\43.6224_slice_3.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\43.6224.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\44.6464_slice_0.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\44.6464.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\44.6464_slice_1.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\44.6464.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\44.6464_slice_2.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\44.6464.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\44.6464_slice_3.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\44.6464.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\45.2608_slice_0.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\45.2608.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\45.2608_slice_1.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\45.2608.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\45.2608_slice_2.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\45.2608.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\45.2608_slice_3.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\45.2608.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\45.8752_slice_0.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\45.8752.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\45.8752_slice_1.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\45.8752.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\45.8752_slice_2.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\45.8752.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\45.8752_slice_3.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\45.8752.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\47.104_slice_0.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\47.104.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\47.104_slice_1.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\47.104.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\47.104_slice_2.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\47.104.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\47.104_slice_3.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\47.104.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\48.3328_slice_0.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\48.3328.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\48.3328_slice_1.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\48.3328.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\48.3328_slice_2.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\48.3328.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\48.3328_slice_3.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\48.3328.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\49.5616_slice_0.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\49.5616.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\49.5616_slice_1.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\49.5616.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\49.5616_slice_2.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\49.5616.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\49.5616_slice_3.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\49.5616.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\50.176_slice_0.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\50.176.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\50.176_slice_1.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\50.176.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\50.176_slice_2.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\50.176.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\50.176_slice_3.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\50.176.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\50.9952_slice_0.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\50.9952.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\50.9952_slice_1.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\50.9952.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\50.9952_slice_2.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\50.9952.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\50.9952_slice_3.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\50.9952.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\52.4288_slice_0.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\52.4288.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\52.4288_slice_1.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\52.4288.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\52.4288_slice_2.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\52.4288.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\52.4288_slice_3.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\52.4288.csv,3
4k_mafulda_structured_v3\overhang\cage_fault\6g\53.0432_slice_0.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\cage_fault\6g\53.0432.csv,3
